behavior_id,user_id,product_id,product_name,category_id,category_name,behavior,datetime,price,quantity,channel,device,province,city,user_segment,page_type,session_id,is_new_user,campaign_id,source_keyword,order_id
B000563,U000132,P000031,悦活运动户外旗舰款,C07,运动户外,buy,2026-02-21 21:05:00,98.00,3,search,android,广东省,深圳市,member,checkout,S000564,0,C202605,悦活运动,O000563
B000564,U000169,P000040,原野数码配件套装,C05,数码配件,buy,2026-02-21 14:14:00,162.00,1,wechat,ios,福建省,厦门市,member,checkout,S000565,0,C202606,原野数码,O000564
B000565,U000206,P000032,臻选生鲜便携装,C09,生鲜,buy,2026-02-21 20:14:00,71.00,4,douyin,mac,江苏省,南京市,member,checkout,S000566,0,C202601,臻选生鲜,O000565
B000566,U000243,P000065,轻盈生鲜套装,C09,生鲜,buy,2026-02-21 16:24:00,41.00,1,taobao,ios,广东省,深圳市,member,checkout,S000567,0,C202606,轻盈生鲜,O000566
B000567,U000280,P000126,轻氧旅行用品旗舰款,C10,旅行用品,buy,2026-02-21 18:45:00,248.00,4,wechat,windows,江苏省,南京市,member,checkout,S000568,0,C202601,轻氧旅行,O000567
B000568,U000317,P000065,轻盈生鲜套装,C09,生鲜,buy,2026-02-21 18:39:00,41.00,1,offline,ios,广东省,深圳市,member,checkout,S000569,0,C202603,轻盈生鲜,O000568
B000569,U000354,P000070,原野宠物用品套装,C08,宠物用品,buy,2026-02-21 18:35:00,147.00,1,douyin,mac,上海市,上海市,member,checkout,S000570,0,C202604,原野宠物,O000569
B000570,U000391,P000054,轻氧美妆个护日常款,C01,美妆个护,buy,2026-02-21 14:00:00,138.00,1,search,mac,江苏省,南京市,member,checkout,S000571,0,C202604,轻氧美妆,O000570
B000571,U000428,P000052,原野数码配件便携装,C05,数码配件,buy,2026-02-21 15:42:00,173.00,1,search,mac,浙江省,杭州市,regular,checkout,S000572,0,C202601,原野数码,O000571
B000572,U000465,P000083,轻盈运动户外升级版,C07,运动户外,buy,2026-02-21 15:21:00,227.00,1,search,android,山东省,青岛市,regular,checkout,S000573,0,C202605,轻盈运动,O000572
B000573,U000502,P000039,云感生鲜日常款,C09,生鲜,buy,2026-02-22 19:51:00,109.00,1,offline,android,浙江省,杭州市,regular,checkout,S000574,0,C202604,云感生鲜,O000573
B000574,U000539,P000151,悦活美妆个护旗舰款,C01,美妆个护,buy,2026-02-22 16:38:00,38.00,1,taobao,ios,北京市,北京市,regular,checkout,S000575,0,C202603,悦活美妆,O000574
B000575,U000576,P000153,云感美妆个护升级版,C01,美妆个护,buy,2026-02-22 09:58:00,48.00,1,offline,android,福建省,厦门市,regular,checkout,S000576,0,C202605,云感美妆,O000575
B000576,U000613,P000160,原野旅行用品套装,C10,旅行用品,buy,2026-02-22 17:36:00,231.00,4,search,windows,江苏省,南京市,regular,checkout,S000577,0,C202603,原野旅行,O000576
B000577,U000650,P000155,轻盈生鲜套装,C09,生鲜,buy,2026-02-22 15:48:00,106.00,1,search,android,上海市,上海市,regular,checkout,S000578,0,C202604,轻盈生鲜,O000577
B000578,U000687,P000056,臻选旅行用品旗舰款,C10,旅行用品,buy,2026-02-22 23:30:00,443.00,1,taobao,android,北京市,北京市,regular,checkout,S000579,0,C202604,臻选旅行,O000578
B000579,U000724,P000143,轻盈美妆个护升级版,C01,美妆个护,buy,2026-02-22 16:40:00,53.00,1,douyin,mac,河南省,郑州市,regular,checkout,S000580,0,C202601,轻盈美妆,O000579
B000580,U000761,P000160,原野旅行用品套装,C10,旅行用品,buy,2026-02-22 15:43:00,231.00,1,jd,windows,福建省,厦门市,regular,checkout,S000581,0,C202604,原野旅行,O000580
B000581,U000798,P000132,轻氧家居日用便携装,C04,家居日用,buy,2026-02-22 18:13:00,91.00,1,douyin,ios,江苏省,南京市,regular,checkout,S000582,0,C202601,轻氧家居,O000581
B000582,U000835,P000172,原野宠物用品便携装,C08,宠物用品,buy,2026-02-22 12:14:00,99.00,1,search,ios,四川省,成都市,new,checkout,S000583,1,C202602,原野宠物,O000582
B000583,U000872,P000157,悦活旅行用品便携装,C10,旅行用品,buy,2026-02-22 13:47:00,436.00,1,jd,android,浙江省,杭州市,new,checkout,S000584,1,C202606,悦活旅行,O000583
B000584,U000009,P000145,悦活宠物用品套装,C08,宠物用品,buy,2026-02-23 18:46:00,42.00,1,taobao,ios,江苏省,南京市,high_value,checkout,S000585,0,C202606,悦活宠物,O000584
B000585,U000046,P000027,云感宠物用品便携装,C08,宠物用品,buy,2026-02-23 10:52:00,96.00,1,search,mac,湖北省,武汉市,high_value,checkout,S000586,0,C202605,云感宠物,O000585
B000586,U000083,P000101,轻盈生鲜旗舰款,C09,生鲜,buy,2026-02-23 12:35:00,111.00,1,douyin,windows,浙江省,杭州市,high_value,checkout,S000587,0,C202603,轻盈生鲜,O000586
B000587,U000120,P000026,臻选生鲜旗舰款,C09,生鲜,buy,2026-02-23 13:28:00,88.00,1,jd,windows,广东省,深圳市,high_value,checkout,S000588,0,C202606,臻选生鲜,O000587
B000588,U000157,P000168,轻氧服饰升级版,C03,服饰,buy,2026-02-23 22:22:00,368.00,1,wechat,ios,上海市,上海市,member,checkout,S000589,0,C202603,轻氧服饰,O000588
B000589,U000194,P000101,轻盈生鲜旗舰款,C09,生鲜,buy,2026-02-23 21:10:00,111.00,1,wechat,mac,河南省,郑州市,member,checkout,S000590,0,C202601,轻盈生鲜,O000589
B000590,U000231,P000031,悦活运动户外旗舰款,C07,运动户外,buy,2026-02-23 21:58:00,98.00,1,taobao,android,福建省,厦门市,member,checkout,S000591,0,C202606,悦活运动,O000590
B000591,U000268,P000078,轻氧运动户外升级版,C07,运动户外,buy,2026-02-23 12:21:00,332.00,1,douyin,android,江苏省,南京市,member,checkout,S000592,0,C202606,轻氧运动,O000591
B000592,U000305,P000136,原野运动户外旗舰款,C07,运动户外,buy,2026-02-23 10:45:00,169.00,1,douyin,ios,上海市,上海市,member,checkout,S000593,0,C202601,原野运动,O000592
B000593,U000342,P000098,臻选家居日用升级版,C04,家居日用,buy,2026-02-23 20:17:00,90.00,1,wechat,mac,福建省,厦门市,member,checkout,S000594,0,C202602,臻选家居,O000593
B000594,U000379,P000103,悦活美妆个护升级版,C01,美妆个护,buy,2026-02-23 09:55:00,76.00,1,search,mac,江苏省,南京市,member,checkout,S000595,0,C202605,悦活美妆,O000594
B000595,U000416,P000146,臻选生鲜旗舰款,C09,生鲜,buy,2026-02-24 14:30:00,112.00,1,search,ios,浙江省,杭州市,member,checkout,S000596,0,C202605,臻选生鲜,O000595
B000596,U000453,P000093,云感生鲜升级版,C09,生鲜,buy,2026-02-24 21:37:00,39.00,1,douyin,android,四川省,成都市,regular,checkout,S000597,0,C202605,云感生鲜,O000596
B000597,U000490,P000038,臻选母婴用品升级版,C06,母婴用品,buy,2026-02-24 16:21:00,188.00,1,search,mac,山东省,青岛市,regular,checkout,S000598,0,C202602,臻选母婴,O000597
B000598,U000527,P000046,原野食品饮料旗舰款,C02,食品饮料,buy,2026-02-24 09:55:00,69.00,1,wechat,android,江苏省,南京市,regular,checkout,S000599,0,C202602,原野食品,O000598
B000599,U000564,P000095,轻盈旅行用品套装,C10,旅行用品,buy,2026-02-24 17:59:00,577.00,1,search,ios,北京市,北京市,regular,checkout,S000600,0,C202601,轻盈旅行,O000599
B000600,U000601,P000063,云感母婴用品升级版,C06,母婴用品,buy,2026-02-24 14:41:00,165.00,1,douyin,ios,江苏省,南京市,regular,checkout,S000601,0,C202604,云感母婴,O000600
B000601,U000638,P000063,云感母婴用品升级版,C06,母婴用品,buy,2026-02-24 14:32:00,165.00,3,search,windows,上海市,上海市,regular,checkout,S000602,0,C202602,云感母婴,O000601
B000602,U000675,P000041,轻盈家居日用旗舰款,C04,家居日用,buy,2026-02-24 13:38:00,166.00,1,search,windows,北京市,北京市,regular,checkout,S000603,0,C202601,轻盈家居,O000602
B000603,U000712,P000024,轻氧食品饮料日常款,C02,食品饮料,buy,2026-02-24 12:04:00,55.00,2,search,mac,江苏省,南京市,regular,checkout,S000604,0,C202604,轻氧食品,O000603
B000604,U000749,P000054,轻氧美妆个护日常款,C01,美妆个护,buy,2026-02-24 10:37:00,138.00,1,offline,windows,山东省,青岛市,regular,checkout,S000605,0,C202602,轻氧美妆,O000604
B000605,U000786,P000107,轻盈运动户外便携装,C07,运动户外,buy,2026-02-24 18:34:00,176.00,1,douyin,windows,浙江省,杭州市,regular,checkout,S000606,0,C202605,轻盈运动,O000605
B000606,U000823,P000006,轻氧母婴用品旗舰款,C06,母婴用品,buy,2026-02-25 18:26:00,161.00,1,search,ios,广东省,深圳市,new,checkout,S000607,1,C202605,轻氧母婴,O000606
B000607,U000860,P000079,悦活服饰日常款,C03,服饰,buy,2026-02-25 18:24:00,452.00,1,wechat,android,江苏省,南京市,new,checkout,S000608,1,C202606,悦活服饰,O000607
B000608,U000897,P000160,原野旅行用品套装,C10,旅行用品,buy,2026-02-25 20:38:00,231.00,1,jd,mac,福建省,厦门市,new,checkout,S000609,1,C202605,原野旅行,O000608
B000609,U000034,P000164,臻选食品饮料日常款,C02,食品饮料,buy,2026-02-25 17:25:00,73.00,1,taobao,windows,北京市,北京市,high_value,checkout,S000610,0,C202602,臻选食品,O000609
B000610,U000071,P000104,臻选旅行用品日常款,C10,旅行用品,buy,2026-02-25 18:52:00,352.00,1,search,android,北京市,北京市,high_value,checkout,S000611,0,C202603,臻选旅行,O000610
B000611,U000108,P000128,臻选旅行用品升级版,C10,旅行用品,buy,2026-02-25 08:12:00,514.00,1,douyin,mac,福建省,厦门市,high_value,checkout,S000612,0,C202602,臻选旅行,O000611
B000612,U000145,P000031,悦活运动户外旗舰款,C07,运动户外,buy,2026-02-25 15:47:00,98.00,1,jd,ios,江苏省,南京市,member,checkout,S000613,0,C202601,悦活运动,O000612
B000613,U000182,P000151,悦活美妆个护旗舰款,C01,美妆个护,buy,2026-02-25 17:18:00,38.00,1,taobao,android,河南省,郑州市,member,checkout,S000614,0,C202601,悦活美妆,O000613
B000614,U000219,P000057,云感数码配件便携装,C05,数码配件,buy,2026-02-25 09:51:00,79.00,1,offline,mac,湖北省,武汉市,member,checkout,S000615,0,C202605,云感数码,O000614
B000615,U000256,P000004,原野旅行用品日常款,C10,旅行用品,buy,2026-02-25 12:09:00,271.00,1,search,android,湖北省,武汉市,member,checkout,S000616,0,C202606,原野旅行,O000615
B000616,U000293,P000008,臻选美妆个护升级版,C01,美妆个护,buy,2026-02-25 15:37:00,69.00,1,wechat,android,广东省,深圳市,member,checkout,S000617,0,C202602,臻选美妆,O000616
B000617,U000330,P000003,云感生鲜升级版,C09,生鲜,buy,2026-02-26 08:23:00,73.00,1,offline,ios,河南省,郑州市,member,checkout,S000618,0,C202605,云感生鲜,O000617
B000618,U000367,P000053,轻盈服饰升级版,C03,服饰,buy,2026-02-26 09:50:00,262.00,1,douyin,ios,江苏省,南京市,member,checkout,S000619,0,C202603,轻盈服饰,O000618
B000619,U000404,P000169,悦活生鲜日常款,C09,生鲜,buy,2026-02-26 13:49:00,42.00,1,taobao,mac,广东省,深圳市,member,checkout,S000620,0,C202605,悦活生鲜,O000619
B000620,U000441,P000142,原野母婴用品便携装,C06,母婴用品,buy,2026-02-26 10:22:00,161.00,1,taobao,android,江苏省,南京市,regular,checkout,S000621,0,C202605,原野母婴,O000620
B000621,U000478,P000162,轻氧食品饮料便携装,C02,食品饮料,buy,2026-02-26 16:38:00,73.00,1,jd,android,北京市,北京市,regular,checkout,S000622,0,C202606,轻氧食品,O000621
B000622,U000515,P000154,原野生鲜日常款,C09,生鲜,buy,2026-02-26 14:59:00,103.00,3,taobao,ios,上海市,上海市,regular,checkout,S000623,0,C202601,原野生鲜,O000622
B000623,U000552,P000123,云感宠物用品升级版,C08,宠物用品,buy,2026-02-26 14:10:00,83.00,1,taobao,windows,四川省,成都市,regular,checkout,S000624,0,C202601,云感宠物,O000623
B000624,U000589,P000056,臻选旅行用品旗舰款,C10,旅行用品,buy,2026-02-26 20:59:00,443.00,3,taobao,windows,河南省,郑州市,regular,checkout,S000625,0,C202606,臻选旅行,O000624
B000625,U000626,P000098,臻选家居日用升级版,C04,家居日用,buy,2026-02-26 17:41:00,90.00,1,taobao,windows,上海市,上海市,regular,checkout,S000626,0,C202605,臻选家居,O000625
B000626,U000663,P000053,轻盈服饰升级版,C03,服饰,buy,2026-02-26 16:18:00,262.00,1,jd,mac,上海市,上海市,regular,checkout,S000627,0,C202606,轻盈服饰,O000626
B000627,U000700,P000111,云感宠物用品旗舰款,C08,宠物用品,buy,2026-02-26 11:45:00,117.00,3,taobao,ios,广东省,深圳市,regular,checkout,S000628,0,C202604,云感宠物,O000627
B000628,U000737,P000166,原野服饰旗舰款,C03,服饰,buy,2026-02-27 13:27:00,378.00,4,taobao,ios,上海市,上海市,regular,checkout,S000629,0,C202604,原野服饰,O000628
B000629,U000774,P000136,原野运动户外旗舰款,C07,运动户外,buy,2026-02-27 13:33:00,169.00,1,search,mac,湖北省,武汉市,regular,checkout,S000630,0,C202602,原野运动,O000629
B000630,U000811,P000086,臻选数码配件旗舰款,C05,数码配件,buy,2026-02-27 08:05:00,150.00,1,taobao,mac,四川省,成都市,regular,checkout,S000631,0,C202605,臻选数码,O000630
B000631,U000848,P000008,臻选美妆个护升级版,C01,美妆个护,buy,2026-02-27 09:21:00,69.00,1,wechat,android,江苏省,南京市,new,checkout,S000632,1,C202601,臻选美妆,O000631
B000632,U000885,P000164,臻选食品饮料日常款,C02,食品饮料,buy,2026-02-27 22:09:00,73.00,1,taobao,mac,江苏省,南京市,new,checkout,S000633,1,C202605,臻选食品,O000632
B000633,U000022,P000148,原野数码配件升级版,C05,数码配件,buy,2026-02-27 23:35:00,136.00,1,jd,ios,江苏省,南京市,high_value,checkout,S000634,0,C202605,原野数码,O000633
B000634,U000059,P000107,轻盈运动户外便携装,C07,运动户外,buy,2026-02-27 13:01:00,176.00,1,search,mac,湖北省,武汉市,high_value,checkout,S000635,0,C202606,轻盈运动,O000634
B000635,U000096,P000161,轻盈家居日用旗舰款,C04,家居日用,buy,2026-02-27 08:35:00,160.00,3,douyin,mac,四川省,成都市,high_value,checkout,S000636,0,C202602,轻盈家居,O000635
B000636,U000133,P000078,轻氧运动户外升级版,C07,运动户外,buy,2026-02-27 14:07:00,332.00,2,douyin,ios,广东省,深圳市,member,checkout,S000637,0,C202601,轻氧运动,O000636
B000637,U000170,P000097,悦活母婴用品便携装,C06,母婴用品,buy,2026-02-27 11:10:00,123.00,1,jd,android,山东省,青岛市,member,checkout,S000638,0,C202606,悦活母婴,O000637
B000638,U000207,P000028,原野数码配件升级版,C05,数码配件,buy,2026-02-27 19:54:00,158.00,1,taobao,mac,四川省,成都市,member,checkout,S000639,0,C202602,原野数码,O000638
B000639,U000244,P000108,轻氧母婴用品升级版,C06,母婴用品,buy,2026-02-28 10:56:00,86.00,2,douyin,mac,河南省,郑州市,member,checkout,S000640,0,C202602,轻氧母婴,O000639
B000640,U000281,P000045,云感食品饮料套装,C02,食品饮料,buy,2026-02-28 15:05:00,67.00,1,wechat,android,湖北省,武汉市,member,checkout,S000641,0,C202602,云感食品,O000640
B000641,U000318,P000093,云感生鲜升级版,C09,生鲜,buy,2026-02-28 08:04:00,39.00,4,douyin,windows,四川省,成都市,member,checkout,S000642,0,C202603,云感生鲜,O000641
B000642,U000355,P000021,云感宠物用品旗舰款,C08,宠物用品,buy,2026-02-28 14:46:00,160.00,1,taobao,windows,浙江省,杭州市,member,checkout,S000643,0,C202601,云感宠物,O000642
B000643,U000392,P000014,臻选食品饮料日常款,C02,食品饮料,buy,2026-02-28 17:59:00,60.00,1,offline,mac,河南省,郑州市,member,checkout,S000644,0,C202604,臻选食品,O000643
B000644,U000429,P000095,轻盈旅行用品套装,C10,旅行用品,buy,2026-02-28 23:51:00,577.00,1,jd,mac,四川省,成都市,regular,checkout,S000645,0,C202601,轻盈旅行,O000644
B000645,U000466,P000062,臻选旅行用品便携装,C10,旅行用品,buy,2026-02-28 08:49:00,226.00,2,offline,mac,河南省,郑州市,regular,checkout,S000646,0,C202604,臻选旅行,O000645
B000646,U000503,P000047,轻盈服饰便携装,C03,服饰,buy,2026-02-28 14:18:00,154.00,1,douyin,windows,浙江省,杭州市,regular,checkout,S000647,0,C202602,轻盈服饰,O000646
B000647,U000540,P000021,云感宠物用品旗舰款,C08,宠物用品,buy,2026-02-28 18:46:00,160.00,1,search,android,河南省,郑州市,regular,checkout,S000648,0,C202601,云感宠物,O000647
B000648,U000577,P000151,悦活美妆个护旗舰款,C01,美妆个护,buy,2026-02-28 09:41:00,38.00,1,search,android,湖北省,武汉市,regular,checkout,S000649,0,C202602,悦活美妆,O000648
B000649,U000614,P000154,原野生鲜日常款,C09,生鲜,buy,2026-02-28 23:16:00,103.00,1,jd,android,北京市,北京市,regular,checkout,S000650,0,C202604,原野生鲜,O000649
B000650,U000651,P000164,臻选食品饮料日常款,C02,食品饮料,buy,2026-03-01 16:21:00,73.00,1,jd,android,江苏省,南京市,regular,checkout,S000651,0,C202601,臻选食品,O000650
B000651,U000688,P000045,云感食品饮料套装,C02,食品饮料,buy,2026-03-01 08:47:00,67.00,1,wechat,ios,福建省,厦门市,regular,checkout,S000652,0,C202605,云感食品,O000651
B000652,U000725,P000017,轻盈食品饮料便携装,C02,食品饮料,buy,2026-03-01 12:15:00,71.00,1,offline,ios,山东省,青岛市,regular,checkout,S000653,0,C202603,轻盈食品,O000652
B000653,U000762,P000168,轻氧服饰升级版,C03,服饰,buy,2026-03-01 15:05:00,368.00,2,taobao,windows,湖北省,武汉市,regular,checkout,S000654,0,C202604,轻氧服饰,O000653
B000654,U000799,P000007,悦活服饰便携装,C03,服饰,buy,2026-03-01 12:59:00,344.00,1,douyin,mac,湖北省,武汉市,regular,checkout,S000655,0,C202605,悦活服饰,O000654
B000655,U000836,P000154,原野生鲜日常款,C09,生鲜,buy,2026-03-01 22:48:00,103.00,1,taobao,windows,上海市,上海市,new,checkout,S000656,1,C202601,原野生鲜,O000655
B000656,U000873,P000024,轻氧食品饮料日常款,C02,食品饮料,buy,2026-03-01 19:26:00,55.00,1,wechat,ios,四川省,成都市,new,checkout,S000657,1,C202606,轻氧食品,O000656
B000657,U000010,P000021,云感宠物用品旗舰款,C08,宠物用品,buy,2026-03-01 18:59:00,160.00,1,taobao,android,浙江省,杭州市,high_value,checkout,S000658,0,C202606,云感宠物,O000657
B000658,U000047,P000138,轻氧数码配件升级版,C05,数码配件,buy,2026-03-01 23:40:00,150.00,1,search,ios,河南省,郑州市,high_value,checkout,S000659,0,C202606,轻氧数码,O000658
B000659,U000084,P000052,原野数码配件便携装,C05,数码配件,buy,2026-03-01 08:54:00,173.00,1,taobao,windows,河南省,郑州市,high_value,checkout,S000660,0,C202602,原野数码,O000659
B000660,U000121,P000033,云感美妆个护升级版,C01,美妆个护,buy,2026-03-01 09:03:00,88.00,1,jd,windows,上海市,上海市,member,checkout,S000661,0,C202603,云感美妆,O000660
B000661,U000158,P000051,云感宠物用品旗舰款,C08,宠物用品,buy,2026-03-02 19:28:00,64.00,1,taobao,windows,四川省,成都市,member,checkout,S000662,0,C202601,云感宠物,O000661
B000662,U000195,P000036,轻氧食品饮料旗舰款,C02,食品饮料,buy,2026-03-02 13:09:00,73.00,1,offline,android,四川省,成都市,member,checkout,S000663,0,C202604,轻氧食品,O000662
B000663,U000232,P000026,臻选生鲜旗舰款,C09,生鲜,buy,2026-03-02 21:51:00,88.00,4,jd,ios,江苏省,南京市,member,checkout,S000664,0,C202606,臻选生鲜,O000663
B000664,U000269,P000122,臻选运动户外便携装,C07,运动户外,buy,2026-03-02 13:09:00,212.00,1,douyin,windows,山东省,青岛市,member,checkout,S000665,0,C202603,臻选运动,O000664
B000665,U000306,P000037,悦活运动户外便携装,C07,运动户外,buy,2026-03-02 09:44:00,152.00,1,douyin,ios,福建省,厦门市,member,checkout,S000666,0,C202602,悦活运动,O000665
B000666,U000343,P000018,轻氧生鲜升级版,C09,生鲜,buy,2026-03-02 16:20:00,81.00,1,offline,android,江苏省,南京市,member,checkout,S000667,0,C202603,轻氧生鲜,O000666
B000667,U000380,P000056,臻选旅行用品旗舰款,C10,旅行用品,buy,2026-03-02 18:02:00,443.00,1,offline,windows,湖北省,武汉市,member,checkout,S000668,0,C202603,臻选旅行,O000667
B000668,U000417,P000081,云感数码配件旗舰款,C05,数码配件,buy,2026-03-02 22:20:00,152.00,3,wechat,ios,北京市,北京市,member,checkout,S000669,0,C202601,云感数码,O000668
B000669,U000454,P000099,云感服饰日常款,C03,服饰,buy,2026-03-02 10:31:00,230.00,1,douyin,mac,河南省,郑州市,regular,checkout,S000670,0,C202604,云感服饰,O000669
B000670,U000491,P000001,悦活家居日用旗舰款,C04,家居日用,buy,2026-03-02 12:46:00,141.00,1,offline,windows,浙江省,杭州市,regular,checkout,S000671,0,C202606,悦活家居,O000670
B000671,U000528,P000063,云感母婴用品升级版,C06,母婴用品,buy,2026-03-02 14:11:00,165.00,1,offline,mac,广东省,深圳市,regular,checkout,S000672,0,C202602,云感母婴,O000671
B000672,U000565,P000007,悦活服饰便携装,C03,服饰,buy,2026-03-03 10:10:00,344.00,1,wechat,windows,河南省,郑州市,regular,checkout,S000673,0,C202604,悦活服饰,O000672
B000673,U000602,P000121,悦活运动户外旗舰款,C07,运动户外,buy,2026-03-03 13:45:00,291.00,1,jd,windows,湖北省,武汉市,regular,checkout,S000674,0,C202601,悦活运动,O000673
B000674,U000639,P000094,原野运动户外日常款,C07,运动户外,buy,2026-03-03 23:45:00,136.00,1,offline,ios,上海市,上海市,regular,checkout,S000675,0,C202606,原野运动,O000674
B000675,U000676,P000032,臻选生鲜便携装,C09,生鲜,buy,2026-03-03 22:15:00,71.00,1,jd,android,河南省,郑州市,regular,checkout,S000676,0,C202601,臻选生鲜,O000675
B000676,U000713,P000139,悦活运动户外日常款,C07,运动户外,buy,2026-03-03 11:37:00,358.00,1,taobao,android,广东省,深圳市,regular,checkout,S000677,0,C202604,悦活运动,O000676
B000677,U000750,P000123,云感宠物用品升级版,C08,宠物用品,buy,2026-03-03 10:22:00,83.00,1,search,windows,福建省,厦门市,regular,checkout,S000678,0,C202604,云感宠物,O000677
B000678,U000787,P000118,原野美妆个护升级版,C01,美妆个护,buy,2026-03-03 23:16:00,133.00,1,taobao,mac,江苏省,南京市,regular,checkout,S000679,0,C202604,原野美妆,O000678
B000679,U000824,P000006,轻氧母婴用品旗舰款,C06,母婴用品,buy,2026-03-03 17:49:00,161.00,1,offline,windows,上海市,上海市,new,checkout,S000680,1,C202604,轻氧母婴,O000679
B000680,U000861,P000171,云感生鲜旗舰款,C09,生鲜,buy,2026-03-03 21:23:00,30.00,2,jd,android,湖北省,武汉市,new,checkout,S000681,1,C202603,云感生鲜,O000680
B000681,U000898,P000051,云感宠物用品旗舰款,C08,宠物用品,buy,2026-03-03 17:58:00,64.00,1,offline,ios,山东省,青岛市,new,checkout,S000682,1,C202605,云感宠物,O000681
B000682,U000035,P000025,悦活宠物用品套装,C08,宠物用品,buy,2026-03-03 11:47:00,105.00,1,wechat,android,山东省,青岛市,high_value,checkout,S000683,0,C202606,悦活宠物,O000682
B000683,U000072,P000125,轻盈生鲜套装,C09,生鲜,buy,2026-03-04 23:00:00,62.00,1,wechat,ios,四川省,成都市,high_value,checkout,S000684,0,C202601,轻盈生鲜,O000683
B000684,U000109,P000002,臻选服饰便携装,C03,服饰,buy,2026-03-04 19:59:00,332.00,4,search,mac,上海市,上海市,high_value,checkout,S000685,0,C202602,臻选服饰,O000684
B000685,U000146,P000078,轻氧运动户外升级版,C07,运动户外,buy,2026-03-04 22:09:00,332.00,1,search,mac,浙江省,杭州市,member,checkout,S000686,0,C202601,轻氧运动,O000685
B000686,U000183,P000053,轻盈服饰升级版,C03,服饰,buy,2026-03-04 20:44:00,262.00,1,taobao,android,山东省,青岛市,member,checkout,S000687,0,C202606,轻盈服饰,O000686
B000687,U000220,P000092,臻选服饰便携装,C03,服饰,buy,2026-03-04 15:05:00,291.00,2,douyin,mac,广东省,深圳市,member,checkout,S000688,0,C202601,臻选服饰,O000687
B000688,U000257,P000078,轻氧运动户外升级版,C07,运动户外,buy,2026-03-04 08:07:00,332.00,1,taobao,mac,河南省,郑州市,member,checkout,S000689,0,C202603,轻氧运动,O000688
B000689,U000294,P000058,原野生鲜升级版,C09,生鲜,buy,2026-03-04 18:12:00,44.00,1,taobao,android,广东省,深圳市,member,checkout,S000690,0,C202602,原野生鲜,O000689
B000690,U000331,P000122,臻选运动户外便携装,C07,运动户外,buy,2026-03-04 11:26:00,212.00,4,search,ios,福建省,厦门市,member,checkout,S000691,0,C202606,臻选运动,O000690
B000691,U000368,P000138,轻氧数码配件升级版,C05,数码配件,buy,2026-03-04 09:06:00,150.00,1,taobao,mac,广东省,深圳市,member,checkout,S000692,0,C202602,轻氧数码,O000691
B000692,U000405,P000042,轻氧美妆个护便携装,C01,美妆个护,buy,2026-03-04 22:56:00,69.00,1,jd,windows,福建省,厦门市,member,checkout,S000693,0,C202604,轻氧美妆,O000692
B000693,U000442,P000047,轻盈服饰便携装,C03,服饰,buy,2026-03-04 23:40:00,154.00,1,wechat,ios,湖北省,武汉市,regular,checkout,S000694,0,C202601,轻盈服饰,O000693
B000694,U000479,P000051,云感宠物用品旗舰款,C08,宠物用品,buy,2026-03-05 09:08:00,64.00,1,taobao,windows,湖北省,武汉市,regular,checkout,S000695,0,C202606,云感宠物,O000694
B000695,U000516,P000165,云感生鲜套装,C09,生鲜,buy,2026-03-05 15:53:00,43.00,1,wechat,windows,广东省,深圳市,regular,checkout,S000696,0,C202601,云感生鲜,O000695
B000696,U000553,P000100,原野运动户外套装,C07,运动户外,buy,2026-03-05 18:21:00,235.00,4,search,windows,四川省,成都市,regular,checkout,S000697,0,C202604,原野运动,O000696
B000697,U000590,P000027,云感宠物用品便携装,C08,宠物用品,buy,2026-03-05 17:50:00,96.00,3,search,windows,江苏省,南京市,regular,checkout,S000698,0,C202606,云感宠物,O000697
B000698,U000627,P000017,轻盈食品饮料便携装,C02,食品饮料,buy,2026-03-05 19:39:00,71.00,1,taobao,android,福建省,厦门市,regular,checkout,S000699,0,C202604,轻盈食品,O000698
B000699,U000664,P000027,云感宠物用品便携装,C08,宠物用品,buy,2026-03-05 11:54:00,96.00,1,offline,mac,山东省,青岛市,regular,checkout,S000700,0,C202603,云感宠物,O000699
B000700,U000701,P000148,原野数码配件升级版,C05,数码配件,buy,2026-03-05 20:00:00,136.00,1,jd,ios,福建省,厦门市,regular,checkout,S000701,0,C202604,原野数码,O000700
B000701,U000738,P000036,轻氧食品饮料旗舰款,C02,食品饮料,buy,2026-03-05 20:22:00,73.00,1,wechat,mac,浙江省,杭州市,regular,checkout,S000702,0,C202601,轻氧食品,O000701
B000702,U000775,P000045,云感食品饮料套装,C02,食品饮料,buy,2026-03-05 12:08:00,67.00,1,taobao,mac,江苏省,南京市,regular,checkout,S000703,0,C202606,云感食品,O000702
B000703,U000812,P000069,云感运动户外日常款,C07,运动户外,buy,2026-03-05 12:50:00,268.00,1,douyin,android,湖北省,武汉市,regular,checkout,S000704,0,C202604,云感运动,O000703
B000704,U000849,P000080,臻选家居日用套装,C04,家居日用,buy,2026-03-05 19:33:00,148.00,1,taobao,windows,四川省,成都市,new,checkout,S000705,1,C202605,臻选家居,O000704
B000705,U000886,P000133,悦活美妆个护升级版,C01,美妆个护,buy,2026-03-06 10:33:00,47.00,1,offline,android,山东省,青岛市,new,checkout,S000706,1,C202601,悦活美妆,O000705
B000706,U000023,P000138,轻氧数码配件升级版,C05,数码配件,buy,2026-03-06 10:07:00,150.00,1,jd,windows,湖北省,武汉市,high_value,checkout,S000707,0,C202602,轻氧数码,O000706
