order_id,user_id,product_id,product_name,category_id,category_name,quantity,price,created_at,channel
O000425,U000426,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-02-08 14:07:00,search
O000425,U000426,P000127,悦活食品饮料便携装,C02,食品饮料,2,39.00,2026-02-08 14:07:00,search
O000425,U000426,P000076,原野美妆个护旗舰款,C01,美妆个护,1,77.00,2026-02-08 14:07:00,search
O000426,U000463,P000163,悦活生鲜升级版,C09,生鲜,2,69.00,2026-02-08 14:58:00,offline
O000426,U000463,P000136,原野运动户外旗舰款,C07,运动户外,1,169.00,2026-02-08 14:58:00,offline
O000426,U000463,P000010,原野旅行用品套装,C10,旅行用品,1,302.00,2026-02-08 14:58:00,offline
O000427,U000500,P000163,悦活生鲜升级版,C09,生鲜,4,69.00,2026-02-08 15:14:00,taobao
O000427,U000500,P000037,悦活运动户外便携装,C07,运动户外,1,152.00,2026-02-08 15:14:00,taobao
O000427,U000500,P000028,原野数码配件升级版,C05,数码配件,1,158.00,2026-02-08 15:14:00,taobao
O000428,U000537,P000010,原野旅行用品套装,C10,旅行用品,1,302.00,2026-02-08 17:55:00,taobao
O000429,U000574,P000117,云感食品饮料便携装,C02,食品饮料,1,54.00,2026-02-08 20:57:00,search
O000430,U000611,P000131,轻盈生鲜旗舰款,C09,生鲜,1,85.00,2026-02-09 21:09:00,douyin
O000430,U000611,P000012,轻氧母婴用品便携装,C06,母婴用品,1,128.00,2026-02-09 21:09:00,douyin
O000430,U000611,P000108,轻氧母婴用品升级版,C06,母婴用品,1,86.00,2026-02-09 21:09:00,douyin
O000430,U000611,P000141,云感数码配件旗舰款,C05,数码配件,1,220.00,2026-02-09 21:09:00,douyin
O000431,U000648,P000093,云感生鲜升级版,C09,生鲜,1,39.00,2026-02-09 23:49:00,search
O000431,U000648,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-02-09 23:49:00,search
O000432,U000685,P000086,臻选数码配件旗舰款,C05,数码配件,1,150.00,2026-02-09 17:54:00,offline
O000432,U000685,P000078,轻氧运动户外升级版,C07,运动户外,1,332.00,2026-02-09 17:54:00,offline
O000432,U000685,P000145,悦活宠物用品套装,C08,宠物用品,1,42.00,2026-02-09 17:54:00,offline
O000433,U000722,P000047,轻盈服饰便携装,C03,服饰,1,154.00,2026-02-09 17:10:00,douyin
O000433,U000722,P000017,轻盈食品饮料便携装,C02,食品饮料,3,71.00,2026-02-09 17:10:00,douyin
O000433,U000722,P000041,轻盈家居日用旗舰款,C04,家居日用,1,166.00,2026-02-09 17:10:00,douyin
O000433,U000722,P000128,臻选旅行用品升级版,C10,旅行用品,1,514.00,2026-02-09 17:10:00,douyin
O000434,U000759,P000167,轻盈美妆个护便携装,C01,美妆个护,1,119.00,2026-02-09 12:08:00,search
O000434,U000759,P000068,臻选旅行用品升级版,C10,旅行用品,1,202.00,2026-02-09 12:08:00,search
O000435,U000796,P000119,轻盈宠物用品日常款,C08,宠物用品,1,99.00,2026-02-09 10:20:00,offline
O000435,U000796,P000004,原野旅行用品日常款,C10,旅行用品,1,271.00,2026-02-09 10:20:00,offline
O000436,U000833,P000164,臻选食品饮料日常款,C02,食品饮料,1,73.00,2026-02-09 11:38:00,search
O000436,U000833,P000100,原野运动户外套装,C07,运动户外,1,235.00,2026-02-09 11:38:00,search
O000436,U000833,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-02-09 11:38:00,search
O000436,U000833,P000064,原野宠物用品日常款,C08,宠物用品,1,140.00,2026-02-09 11:38:00,search
O000437,U000870,P000039,云感生鲜日常款,C09,生鲜,4,109.00,2026-02-09 13:54:00,wechat
O000437,U000870,P000092,臻选服饰便携装,C03,服饰,2,291.00,2026-02-09 13:54:00,wechat
O000438,U000007,P000113,轻盈旅行用品升级版,C10,旅行用品,2,483.00,2026-02-09 23:54:00,search
O000438,U000007,P000015,云感母婴用品套装,C06,母婴用品,2,128.00,2026-02-09 23:54:00,search
O000438,U000007,P000137,轻盈数码配件便携装,C05,数码配件,3,216.00,2026-02-09 23:54:00,search
O000438,U000007,P000141,云感数码配件旗舰款,C05,数码配件,1,220.00,2026-02-09 23:54:00,search
O000439,U000044,P000003,云感生鲜升级版,C09,生鲜,1,73.00,2026-02-09 23:10:00,wechat
O000440,U000081,P000042,轻氧美妆个护便携装,C01,美妆个护,1,69.00,2026-02-09 12:38:00,search
O000441,U000118,P000127,悦活食品饮料便携装,C02,食品饮料,1,39.00,2026-02-10 08:11:00,offline
O000442,U000155,P000003,云感生鲜升级版,C09,生鲜,4,73.00,2026-02-10 11:25:00,wechat
O000442,U000155,P000069,云感运动户外日常款,C07,运动户外,1,268.00,2026-02-10 11:25:00,wechat
O000442,U000155,P000046,原野食品饮料旗舰款,C02,食品饮料,1,69.00,2026-02-10 11:25:00,wechat
O000443,U000192,P000050,臻选生鲜套装,C09,生鲜,1,108.00,2026-02-10 18:53:00,jd
O000444,U000229,P000012,轻氧母婴用品便携装,C06,母婴用品,1,128.00,2026-02-10 14:47:00,douyin
O000445,U000266,P000024,轻氧食品饮料日常款,C02,食品饮料,1,55.00,2026-02-10 11:05:00,search
O000445,U000266,P000069,云感运动户外日常款,C07,运动户外,3,268.00,2026-02-10 11:05:00,search
O000445,U000266,P000080,臻选家居日用套装,C04,家居日用,1,148.00,2026-02-10 11:05:00,search
O000446,U000303,P000060,轻氧数码配件套装,C05,数码配件,1,269.00,2026-02-10 18:21:00,offline
O000446,U000303,P000121,悦活运动户外旗舰款,C07,运动户外,3,291.00,2026-02-10 18:21:00,offline
O000446,U000303,P000124,原野食品饮料日常款,C02,食品饮料,4,60.00,2026-02-10 18:21:00,offline
O000446,U000303,P000090,轻氧旅行用品套装,C10,旅行用品,1,170.00,2026-02-10 18:21:00,offline
O000447,U000340,P000145,悦活宠物用品套装,C08,宠物用品,1,42.00,2026-02-10 14:17:00,offline
O000448,U000377,P000010,原野旅行用品套装,C10,旅行用品,2,302.00,2026-02-10 09:06:00,taobao
O000448,U000377,P000053,轻盈服饰升级版,C03,服饰,1,262.00,2026-02-10 09:06:00,taobao
O000448,U000377,P000035,轻盈家居日用套装,C04,家居日用,1,116.00,2026-02-10 09:06:00,taobao
O000448,U000377,P000110,臻选美妆个护套装,C01,美妆个护,1,81.00,2026-02-10 09:06:00,taobao
O000449,U000414,P000158,臻选母婴用品升级版,C06,母婴用品,1,121.00,2026-02-10 22:06:00,douyin
O000449,U000414,P000101,轻盈生鲜旗舰款,C09,生鲜,1,111.00,2026-02-10 22:06:00,douyin
O000450,U000451,P000113,轻盈旅行用品升级版,C10,旅行用品,1,483.00,2026-02-10 22:30:00,jd
O000450,U000451,P000074,臻选美妆个护日常款,C01,美妆个护,1,71.00,2026-02-10 22:30:00,jd
O000450,U000451,P000057,云感数码配件便携装,C05,数码配件,1,79.00,2026-02-10 22:30:00,jd
O000451,U000488,P000043,悦活服饰升级版,C03,服饰,1,237.00,2026-02-10 09:18:00,taobao
O000451,U000488,P000060,轻氧数码配件套装,C05,数码配件,1,269.00,2026-02-10 09:18:00,taobao
O000451,U000488,P000171,云感生鲜旗舰款,C09,生鲜,1,30.00,2026-02-10 09:18:00,taobao
O000451,U000488,P000143,轻盈美妆个护升级版,C01,美妆个护,4,53.00,2026-02-10 09:18:00,taobao
O000452,U000525,P000042,轻氧美妆个护便携装,C01,美妆个护,1,69.00,2026-02-11 20:11:00,taobao
O000452,U000525,P000096,轻氧数码配件旗舰款,C05,数码配件,1,88.00,2026-02-11 20:11:00,taobao
O000453,U000562,P000030,轻氧家居日用套装,C04,家居日用,1,106.00,2026-02-11 08:39:00,offline
O000453,U000562,P000098,臻选家居日用升级版,C04,家居日用,2,90.00,2026-02-11 08:39:00,offline
O000454,U000599,P000012,轻氧母婴用品便携装,C06,母婴用品,1,128.00,2026-02-11 12:07:00,wechat
O000455,U000636,P000049,悦活数码配件日常款,C05,数码配件,1,141.00,2026-02-11 22:42:00,offline
O000455,U000636,P000009,云感数码配件日常款,C05,数码配件,4,295.00,2026-02-11 22:42:00,offline
O000456,U000673,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-02-11 17:29:00,taobao
O000456,U000673,P000061,悦活家居日用旗舰款,C04,家居日用,1,157.00,2026-02-11 17:29:00,taobao
O000456,U000673,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-02-11 17:29:00,taobao
O000456,U000673,P000038,臻选母婴用品升级版,C06,母婴用品,1,188.00,2026-02-11 17:29:00,taobao
O000457,U000710,P000159,云感旅行用品日常款,C10,旅行用品,1,514.00,2026-02-11 15:29:00,search
O000457,U000710,P000019,悦活家居日用日常款,C04,家居日用,1,71.00,2026-02-11 15:29:00,search
O000457,U000710,P000080,臻选家居日用套装,C04,家居日用,1,148.00,2026-02-11 15:29:00,search
O000458,U000747,P000002,臻选服饰便携装,C03,服饰,1,332.00,2026-02-11 08:05:00,search
O000459,U000784,P000004,原野旅行用品日常款,C10,旅行用品,1,271.00,2026-02-11 20:20:00,search
O000460,U000821,P000061,悦活家居日用旗舰款,C04,家居日用,1,157.00,2026-02-11 12:45:00,douyin
O000461,U000858,P000077,轻盈服饰便携装,C03,服饰,3,279.00,2026-02-11 13:36:00,offline
O000462,U000895,P000123,云感宠物用品升级版,C08,宠物用品,2,83.00,2026-02-11 13:26:00,douyin
O000462,U000895,P000093,云感生鲜升级版,C09,生鲜,1,39.00,2026-02-11 13:26:00,douyin
O000462,U000895,P000015,云感母婴用品套装,C06,母婴用品,1,128.00,2026-02-11 13:26:00,douyin
O000462,U000895,P000062,臻选旅行用品便携装,C10,旅行用品,1,226.00,2026-02-11 13:26:00,douyin
O000463,U000032,P000061,悦活家居日用旗舰款,C04,家居日用,4,157.00,2026-02-12 19:17:00,offline
O000463,U000032,P000034,原野生鲜日常款,C09,生鲜,1,71.00,2026-02-12 19:17:00,offline
O000463,U000032,P000106,原野母婴用品旗舰款,C06,母婴用品,1,102.00,2026-02-12 19:17:00,offline
O000464,U000069,P000006,轻氧母婴用品旗舰款,C06,母婴用品,1,161.00,2026-02-12 21:40:00,wechat
O000464,U000069,P000153,云感美妆个护升级版,C01,美妆个护,1,48.00,2026-02-12 21:40:00,wechat
O000464,U000069,P000161,轻盈家居日用旗舰款,C04,家居日用,3,160.00,2026-02-12 21:40:00,wechat
O000464,U000069,P000003,云感生鲜升级版,C09,生鲜,4,73.00,2026-02-12 21:40:00,wechat
O000465,U000106,P000118,原野美妆个护升级版,C01,美妆个护,1,133.00,2026-02-12 11:22:00,offline
O000465,U000106,P000110,臻选美妆个护套装,C01,美妆个护,1,81.00,2026-02-12 11:22:00,offline
O000465,U000106,P000061,悦活家居日用旗舰款,C04,家居日用,1,157.00,2026-02-12 11:22:00,offline
O000466,U000143,P000159,云感旅行用品日常款,C10,旅行用品,1,514.00,2026-02-12 14:55:00,offline
O000466,U000143,P000143,轻盈美妆个护升级版,C01,美妆个护,1,53.00,2026-02-12 14:55:00,offline
O000467,U000180,P000088,原野家居日用升级版,C04,家居日用,1,89.00,2026-02-12 15:15:00,taobao
O000467,U000180,P000029,轻盈食品饮料日常款,C02,食品饮料,1,91.00,2026-02-12 15:15:00,taobao
O000467,U000180,P000070,原野宠物用品套装,C08,宠物用品,2,147.00,2026-02-12 15:15:00,taobao
O000467,U000180,P000007,悦活服饰便携装,C03,服饰,1,344.00,2026-02-12 15:15:00,taobao
O000468,U000217,P000023,轻盈食品饮料升级版,C02,食品饮料,1,79.00,2026-02-12 22:32:00,offline
O000468,U000217,P000098,臻选家居日用升级版,C04,家居日用,1,90.00,2026-02-12 22:32:00,offline
O000469,U000254,P000008,臻选美妆个护升级版,C01,美妆个护,2,69.00,2026-02-12 17:04:00,jd
O000469,U000254,P000043,悦活服饰升级版,C03,服饰,1,237.00,2026-02-12 17:04:00,jd
O000470,U000291,P000078,轻氧运动户外升级版,C07,运动户外,1,332.00,2026-02-12 21:31:00,jd
O000470,U000291,P000101,轻盈生鲜旗舰款,C09,生鲜,4,111.00,2026-02-12 21:31:00,jd
O000471,U000328,P000171,云感生鲜旗舰款,C09,生鲜,1,30.00,2026-02-12 13:13:00,jd
O000471,U000328,P000129,云感服饰日常款,C03,服饰,1,307.00,2026-02-12 13:13:00,jd
O000471,U000328,P000152,臻选数码配件便携装,C05,数码配件,1,302.00,2026-02-12 13:13:00,jd
O000471,U000328,P000112,原野生鲜便携装,C09,生鲜,1,113.00,2026-02-12 13:13:00,jd
O000472,U000365,P000105,云感运动户外套装,C07,运动户外,2,142.00,2026-02-12 23:24:00,wechat
O000472,U000365,P000140,臻选食品饮料套装,C02,食品饮料,1,71.00,2026-02-12 23:24:00,wechat
O000472,U000365,P000094,原野运动户外日常款,C07,运动户外,4,136.00,2026-02-12 23:24:00,wechat
O000473,U000402,P000135,云感数码配件套装,C05,数码配件,1,182.00,2026-02-12 08:55:00,search
O000473,U000402,P000087,云感旅行用品便携装,C10,旅行用品,1,609.00,2026-02-12 08:55:00,search
O000473,U000402,P000040,原野数码配件套装,C05,数码配件,1,162.00,2026-02-12 08:55:00,search
O000473,U000402,P000015,云感母婴用品套装,C06,母婴用品,1,128.00,2026-02-12 08:55:00,search
O000474,U000439,P000084,轻氧服饰日常款,C03,服饰,2,130.00,2026-02-13 17:35:00,wechat
O000475,U000476,P000159,云感旅行用品日常款,C10,旅行用品,1,514.00,2026-02-13 13:15:00,jd
O000475,U000476,P000137,轻盈数码配件便携装,C05,数码配件,1,216.00,2026-02-13 13:15:00,jd
O000475,U000476,P000029,轻盈食品饮料日常款,C02,食品饮料,3,91.00,2026-02-13 13:15:00,jd
O000475,U000476,P000071,轻盈宠物用品旗舰款,C08,宠物用品,1,144.00,2026-02-13 13:15:00,jd
O000476,U000513,P000047,轻盈服饰便携装,C03,服饰,2,154.00,2026-02-13 23:46:00,douyin
O000476,U000513,P000005,轻盈数码配件套装,C05,数码配件,1,256.00,2026-02-13 23:46:00,douyin
O000476,U000513,P000147,云感数码配件便携装,C05,数码配件,1,281.00,2026-02-13 23:46:00,douyin
O000476,U000513,P000086,臻选数码配件旗舰款,C05,数码配件,1,150.00,2026-02-13 23:46:00,douyin
O000477,U000550,P000054,轻氧美妆个护日常款,C01,美妆个护,1,138.00,2026-02-13 16:25:00,offline
O000477,U000550,P000048,轻氧宠物用品升级版,C08,宠物用品,1,142.00,2026-02-13 16:25:00,offline
O000478,U000587,P000017,轻盈食品饮料便携装,C02,食品饮料,1,71.00,2026-02-13 15:09:00,wechat
O000479,U000624,P000165,云感生鲜套装,C09,生鲜,1,43.00,2026-02-13 21:19:00,taobao
O000479,U000624,P000118,原野美妆个护升级版,C01,美妆个护,1,133.00,2026-02-13 21:19:00,taobao
O000480,U000661,P000040,原野数码配件套装,C05,数码配件,1,162.00,2026-02-13 15:24:00,search
O000480,U000661,P000106,原野母婴用品旗舰款,C06,母婴用品,1,102.00,2026-02-13 15:24:00,search
O000480,U000661,P000008,臻选美妆个护升级版,C01,美妆个护,1,69.00,2026-02-13 15:24:00,search
O000481,U000698,P000145,悦活宠物用品套装,C08,宠物用品,2,42.00,2026-02-13 21:58:00,taobao
O000482,U000735,P000056,臻选旅行用品旗舰款,C10,旅行用品,1,443.00,2026-02-13 13:23:00,wechat
O000482,U000735,P000052,原野数码配件便携装,C05,数码配件,1,173.00,2026-02-13 13:23:00,wechat
O000482,U000735,P000124,原野食品饮料日常款,C02,食品饮料,1,60.00,2026-02-13 13:23:00,wechat
O000483,U000772,P000052,原野数码配件便携装,C05,数码配件,1,173.00,2026-02-13 12:18:00,search
O000483,U000772,P000008,臻选美妆个护升级版,C01,美妆个护,1,69.00,2026-02-13 12:18:00,search
O000483,U000772,P000092,臻选服饰便携装,C03,服饰,1,291.00,2026-02-13 12:18:00,search
O000484,U000809,P000112,原野生鲜便携装,C09,生鲜,1,113.00,2026-02-13 14:26:00,douyin
O000484,U000809,P000015,云感母婴用品套装,C06,母婴用品,4,128.00,2026-02-13 14:26:00,douyin
O000484,U000809,P000114,轻氧母婴用品日常款,C06,母婴用品,3,142.00,2026-02-13 14:26:00,douyin
O000484,U000809,P000158,臻选母婴用品升级版,C06,母婴用品,1,121.00,2026-02-13 14:26:00,douyin
O000485,U000846,P000105,云感运动户外套装,C07,运动户外,1,142.00,2026-02-14 18:35:00,offline
O000485,U000846,P000111,云感宠物用品旗舰款,C08,宠物用品,1,117.00,2026-02-14 18:35:00,offline
O000485,U000846,P000107,轻盈运动户外便携装,C07,运动户外,3,176.00,2026-02-14 18:35:00,offline
O000485,U000846,P000163,悦活生鲜升级版,C09,生鲜,1,69.00,2026-02-14 18:35:00,offline
O000486,U000883,P000124,原野食品饮料日常款,C02,食品饮料,1,60.00,2026-02-14 08:44:00,jd
O000486,U000883,P000029,轻盈食品饮料日常款,C02,食品饮料,1,91.00,2026-02-14 08:44:00,jd
O000487,U000020,P000001,悦活家居日用旗舰款,C04,家居日用,1,141.00,2026-02-14 10:03:00,douyin
O000487,U000020,P000032,臻选生鲜便携装,C09,生鲜,1,71.00,2026-02-14 10:03:00,douyin
O000487,U000020,P000084,轻氧服饰日常款,C03,服饰,1,130.00,2026-02-14 10:03:00,douyin
O000487,U000020,P000093,云感生鲜升级版,C09,生鲜,1,39.00,2026-02-14 10:03:00,douyin
O000488,U000057,P000085,悦活家居日用套装,C04,家居日用,1,70.00,2026-02-14 20:45:00,douyin
O000488,U000057,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-02-14 20:45:00,douyin
O000488,U000057,P000031,悦活运动户外旗舰款,C07,运动户外,1,98.00,2026-02-14 20:45:00,douyin
O000488,U000057,P000113,轻盈旅行用品升级版,C10,旅行用品,1,483.00,2026-02-14 20:45:00,douyin
O000489,U000094,P000072,轻氧美妆个护便携装,C01,美妆个护,1,122.00,2026-02-14 13:41:00,wechat
O000489,U000094,P000094,原野运动户外日常款,C07,运动户外,1,136.00,2026-02-14 13:41:00,wechat
O000489,U000094,P000009,云感数码配件日常款,C05,数码配件,1,295.00,2026-02-14 13:41:00,wechat
O000489,U000094,P000111,云感宠物用品旗舰款,C08,宠物用品,2,117.00,2026-02-14 13:41:00,wechat
O000490,U000131,P000066,轻氧母婴用品旗舰款,C06,母婴用品,1,76.00,2026-02-14 22:10:00,taobao
O000490,U000131,P000168,轻氧服饰升级版,C03,服饰,1,368.00,2026-02-14 22:10:00,taobao
O000491,U000168,P000097,悦活母婴用品便携装,C06,母婴用品,1,123.00,2026-02-14 22:45:00,offline
O000491,U000168,P000149,轻盈家居日用日常款,C04,家居日用,1,110.00,2026-02-14 22:45:00,offline
O000492,U000205,P000127,悦活食品饮料便携装,C02,食品饮料,3,39.00,2026-02-14 09:02:00,search
O000492,U000205,P000075,云感母婴用品套装,C06,母婴用品,1,82.00,2026-02-14 09:02:00,search
O000493,U000242,P000089,轻盈美妆个护日常款,C01,美妆个护,4,69.00,2026-02-14 17:10:00,offline
O000493,U000242,P000123,云感宠物用品升级版,C08,宠物用品,1,83.00,2026-02-14 17:10:00,offline
O000493,U000242,P000011,轻盈旅行用品旗舰款,C10,旅行用品,1,224.00,2026-02-14 17:10:00,offline
O000493,U000242,P000068,臻选旅行用品升级版,C10,旅行用品,1,202.00,2026-02-14 17:10:00,offline
O000494,U000279,P000039,云感生鲜日常款,C09,生鲜,1,109.00,2026-02-14 10:56:00,offline
O000494,U000279,P000043,悦活服饰升级版,C03,服饰,1,237.00,2026-02-14 10:56:00,offline
O000495,U000316,P000073,悦活家居日用升级版,C04,家居日用,1,147.00,2026-02-14 09:56:00,taobao
O000495,U000316,P000068,臻选旅行用品升级版,C10,旅行用品,1,202.00,2026-02-14 09:56:00,taobao
O000495,U000316,P000047,轻盈服饰便携装,C03,服饰,1,154.00,2026-02-14 09:56:00,taobao
O000495,U000316,P000128,臻选旅行用品升级版,C10,旅行用品,1,514.00,2026-02-14 09:56:00,taobao
O000496,U000353,P000143,轻盈美妆个护升级版,C01,美妆个护,1,53.00,2026-02-15 09:28:00,wechat
O000496,U000353,P000062,臻选旅行用品便携装,C10,旅行用品,1,226.00,2026-02-15 09:28:00,wechat
O000497,U000390,P000122,臻选运动户外便携装,C07,运动户外,1,212.00,2026-02-15 13:20:00,jd
O000497,U000390,P000029,轻盈食品饮料日常款,C02,食品饮料,1,91.00,2026-02-15 13:20:00,jd
O000498,U000427,P000138,轻氧数码配件升级版,C05,数码配件,1,150.00,2026-02-15 22:58:00,search
O000498,U000427,P000170,臻选生鲜套装,C09,生鲜,1,77.00,2026-02-15 22:58:00,search
O000498,U000427,P000143,轻盈美妆个护升级版,C01,美妆个护,1,53.00,2026-02-15 22:58:00,search
O000499,U000464,P000103,悦活美妆个护升级版,C01,美妆个护,1,76.00,2026-02-15 12:19:00,search
O000499,U000464,P000135,云感数码配件套装,C05,数码配件,4,182.00,2026-02-15 12:19:00,search
O000500,U000501,P000088,原野家居日用升级版,C04,家居日用,1,89.00,2026-02-15 17:10:00,wechat
O000500,U000501,P000037,悦活运动户外便携装,C07,运动户外,1,152.00,2026-02-15 17:10:00,wechat
O000500,U000501,P000027,云感宠物用品便携装,C08,宠物用品,4,96.00,2026-02-15 17:10:00,wechat
O000500,U000501,P000075,云感母婴用品套装,C06,母婴用品,4,82.00,2026-02-15 17:10:00,wechat
O000501,U000538,P000063,云感母婴用品升级版,C06,母婴用品,1,165.00,2026-02-15 23:51:00,offline
O000502,U000575,P000085,悦活家居日用套装,C04,家居日用,1,70.00,2026-02-15 16:35:00,wechat
O000503,U000612,P000037,悦活运动户外便携装,C07,运动户外,1,152.00,2026-02-15 15:17:00,search
O000503,U000612,P000106,原野母婴用品旗舰款,C06,母婴用品,2,102.00,2026-02-15 15:17:00,search
O000503,U000612,P000131,轻盈生鲜旗舰款,C09,生鲜,4,85.00,2026-02-15 15:17:00,search
O000504,U000649,P000094,原野运动户外日常款,C07,运动户外,1,136.00,2026-02-15 22:56:00,wechat
O000504,U000649,P000071,轻盈宠物用品旗舰款,C08,宠物用品,1,144.00,2026-02-15 22:56:00,wechat
O000504,U000649,P000128,臻选旅行用品升级版,C10,旅行用品,1,514.00,2026-02-15 22:56:00,wechat
O000505,U000686,P000158,臻选母婴用品升级版,C06,母婴用品,3,121.00,2026-02-15 22:45:00,taobao
O000506,U000723,P000142,原野母婴用品便携装,C06,母婴用品,3,161.00,2026-02-15 15:16:00,taobao
O000506,U000723,P000078,轻氧运动户外升级版,C07,运动户外,1,332.00,2026-02-15 15:16:00,taobao
O000507,U000760,P000062,臻选旅行用品便携装,C10,旅行用品,1,226.00,2026-02-16 09:58:00,search
O000508,U000797,P000069,云感运动户外日常款,C07,运动户外,1,268.00,2026-02-16 15:17:00,taobao
O000508,U000797,P000050,臻选生鲜套装,C09,生鲜,1,108.00,2026-02-16 15:17:00,taobao
O000508,U000797,P000129,云感服饰日常款,C03,服饰,1,307.00,2026-02-16 15:17:00,taobao
O000508,U000797,P000146,臻选生鲜旗舰款,C09,生鲜,1,112.00,2026-02-16 15:17:00,taobao
O000509,U000834,P000163,悦活生鲜升级版,C09,生鲜,2,69.00,2026-02-16 18:39:00,offline
O000509,U000834,P000008,臻选美妆个护升级版,C01,美妆个护,1,69.00,2026-02-16 18:39:00,offline
O000509,U000834,P000061,悦活家居日用旗舰款,C04,家居日用,1,157.00,2026-02-16 18:39:00,offline
O000510,U000871,P000036,轻氧食品饮料旗舰款,C02,食品饮料,1,73.00,2026-02-16 22:28:00,wechat
O000511,U000008,P000096,轻氧数码配件旗舰款,C05,数码配件,1,88.00,2026-02-16 21:21:00,wechat
O000511,U000008,P000034,原野生鲜日常款,C09,生鲜,1,71.00,2026-02-16 21:21:00,wechat
O000511,U000008,P000050,臻选生鲜套装,C09,生鲜,4,108.00,2026-02-16 21:21:00,wechat
O000512,U000045,P000147,云感数码配件便携装,C05,数码配件,3,281.00,2026-02-16 08:30:00,search
O000512,U000045,P000091,悦活母婴用品旗舰款,C06,母婴用品,1,87.00,2026-02-16 08:30:00,search
O000512,U000045,P000124,原野食品饮料日常款,C02,食品饮料,1,60.00,2026-02-16 08:30:00,search
O000513,U000082,P000158,臻选母婴用品升级版,C06,母婴用品,1,121.00,2026-02-16 12:58:00,offline
O000514,U000119,P000145,悦活宠物用品套装,C08,宠物用品,1,42.00,2026-02-16 16:31:00,wechat
O000514,U000119,P000031,悦活运动户外旗舰款,C07,运动户外,1,98.00,2026-02-16 16:31:00,wechat
O000514,U000119,P000035,轻盈家居日用套装,C04,家居日用,1,116.00,2026-02-16 16:31:00,wechat
O000515,U000156,P000122,臻选运动户外便携装,C07,运动户外,1,212.00,2026-02-16 19:31:00,douyin
O000516,U000193,P000017,轻盈食品饮料便携装,C02,食品饮料,1,71.00,2026-02-16 23:48:00,offline
O000516,U000193,P000124,原野食品饮料日常款,C02,食品饮料,1,60.00,2026-02-16 23:48:00,offline
O000516,U000193,P000089,轻盈美妆个护日常款,C01,美妆个护,1,69.00,2026-02-16 23:48:00,offline
O000517,U000230,P000041,轻盈家居日用旗舰款,C04,家居日用,1,166.00,2026-02-16 19:47:00,search
O000517,U000230,P000066,轻氧母婴用品旗舰款,C06,母婴用品,1,76.00,2026-02-16 19:47:00,search
O000517,U000230,P000086,臻选数码配件旗舰款,C05,数码配件,1,150.00,2026-02-16 19:47:00,search
O000517,U000230,P000034,原野生鲜日常款,C09,生鲜,1,71.00,2026-02-16 19:47:00,search
O000518,U000267,P000082,原野旅行用品便携装,C10,旅行用品,1,253.00,2026-02-17 08:39:00,jd
O000518,U000267,P000058,原野生鲜升级版,C09,生鲜,1,44.00,2026-02-17 08:39:00,jd
O000518,U000267,P000128,臻选旅行用品升级版,C10,旅行用品,1,514.00,2026-02-17 08:39:00,jd
O000518,U000267,P000094,原野运动户外日常款,C07,运动户外,1,136.00,2026-02-17 08:39:00,jd
O000519,U000304,P000092,臻选服饰便携装,C03,服饰,1,291.00,2026-02-17 18:45:00,offline
O000519,U000304,P000157,悦活旅行用品便携装,C10,旅行用品,1,436.00,2026-02-17 18:45:00,offline
O000519,U000304,P000054,轻氧美妆个护日常款,C01,美妆个护,1,138.00,2026-02-17 18:45:00,offline
O000520,U000341,P000014,臻选食品饮料日常款,C02,食品饮料,1,60.00,2026-02-17 20:18:00,search
O000520,U000341,P000007,悦活服饰便携装,C03,服饰,1,344.00,2026-02-17 20:18:00,search
O000521,U000378,P000045,云感食品饮料套装,C02,食品饮料,1,67.00,2026-02-17 10:33:00,jd
O000521,U000378,P000016,原野运动户外旗舰款,C07,运动户外,4,164.00,2026-02-17 10:33:00,jd
O000521,U000378,P000126,轻氧旅行用品旗舰款,C10,旅行用品,1,248.00,2026-02-17 10:33:00,jd
O000522,U000415,P000163,悦活生鲜升级版,C09,生鲜,1,69.00,2026-02-17 11:04:00,search
O000522,U000415,P000108,轻氧母婴用品升级版,C06,母婴用品,1,86.00,2026-02-17 11:04:00,search
O000523,U000452,P000120,轻氧宠物用品套装,C08,宠物用品,1,58.00,2026-02-17 23:45:00,douyin
O000523,U000452,P000068,臻选旅行用品升级版,C10,旅行用品,1,202.00,2026-02-17 23:45:00,douyin
O000524,U000489,P000003,云感生鲜升级版,C09,生鲜,1,73.00,2026-02-17 21:19:00,search
O000524,U000489,P000099,云感服饰日常款,C03,服饰,1,230.00,2026-02-17 21:19:00,search
O000524,U000489,P000087,云感旅行用品便携装,C10,旅行用品,4,609.00,2026-02-17 21:19:00,search
O000524,U000489,P000133,悦活美妆个护升级版,C01,美妆个护,1,47.00,2026-02-17 21:19:00,search
O000525,U000526,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-02-17 22:05:00,search
O000525,U000526,P000018,轻氧生鲜升级版,C09,生鲜,1,81.00,2026-02-17 22:05:00,search
