order_id,user_id,created_at,order_amount,status,channel,device,province,city,user_segment
O000303,U000412,2026-01-28 12:50:00,379.00,paid,search,android,山东省,青岛市,member
O000304,U000449,2026-01-28 14:35:00,47.00,paid,wechat,android,上海市,上海市,regular
O000305,U000486,2026-01-28 16:59:00,395.00,paid,jd,android,山东省,青岛市,regular
O000306,U000523,2026-01-28 11:21:00,354.00,paid,taobao,windows,江苏省,南京市,regular
O000307,U000560,2026-01-28 14:45:00,87.00,paid,wechat,ios,山东省,青岛市,regular
O000308,U000597,2026-01-28 18:22:00,1099.00,paid,jd,ios,四川省,成都市,regular
O000309,U000634,2026-01-29 08:37:00,602.00,paid,taobao,mac,广东省,深圳市,regular
O000310,U000671,2026-01-29 21:23:00,1322.00,paid,jd,ios,河南省,郑州市,regular
O000311,U000708,2026-01-29 10:51:00,1075.00,paid,taobao,windows,北京市,北京市,regular
O000312,U000745,2026-01-29 19:31:00,58.00,completed,taobao,windows,四川省,成都市,regular
O000313,U000782,2026-01-29 23:57:00,649.00,paid,taobao,mac,湖北省,武汉市,regular
O000314,U000819,2026-01-29 21:48:00,496.00,paid,wechat,ios,广东省,深圳市,regular
O000315,U000856,2026-01-29 12:05:00,250.00,completed,wechat,windows,北京市,北京市,new
O000316,U000893,2026-01-29 16:13:00,125.00,paid,offline,windows,浙江省,杭州市,new
O000317,U000030,2026-01-29 18:57:00,604.00,completed,wechat,windows,福建省,厦门市,high_value
O000318,U000067,2026-01-29 19:23:00,70.00,paid,jd,mac,江苏省,南京市,high_value
O000319,U000104,2026-01-29 20:55:00,79.00,completed,wechat,android,福建省,厦门市,high_value
O000320,U000141,2026-01-30 12:13:00,1471.00,cancelled,taobao,ios,湖北省,武汉市,member
O000321,U000178,2026-01-30 10:59:00,368.00,paid,offline,android,浙江省,杭州市,member
O000322,U000215,2026-01-30 19:18:00,444.00,paid,taobao,mac,浙江省,杭州市,member
O000323,U000252,2026-01-30 10:53:00,860.00,completed,search,ios,湖北省,武汉市,member
O000324,U000289,2026-01-30 10:42:00,508.00,completed,douyin,mac,河南省,郑州市,member
O000325,U000326,2026-01-30 11:49:00,854.00,paid,search,windows,河南省,郑州市,member
O000326,U000363,2026-01-30 16:17:00,538.00,paid,wechat,ios,山东省,青岛市,member
O000327,U000400,2026-01-30 20:25:00,528.00,paid,wechat,mac,广东省,深圳市,member
O000328,U000437,2026-01-30 10:26:00,502.00,paid,wechat,windows,北京市,北京市,regular
O000329,U000474,2026-01-30 20:51:00,859.00,paid,search,ios,山东省,青岛市,regular
O000330,U000511,2026-01-30 10:19:00,60.00,cancelled,offline,ios,江苏省,南京市,regular
O000331,U000548,2026-01-31 14:47:00,691.00,paid,douyin,windows,浙江省,杭州市,regular
O000332,U000585,2026-01-31 18:36:00,88.00,paid,taobao,android,山东省,青岛市,regular
O000333,U000622,2026-01-31 12:03:00,86.00,paid,taobao,ios,河南省,郑州市,regular
O000334,U000659,2026-01-31 08:09:00,688.00,paid,taobao,mac,浙江省,杭州市,regular
O000335,U000696,2026-01-31 13:21:00,606.00,completed,search,ios,江苏省,南京市,regular
O000336,U000733,2026-01-31 15:07:00,217.00,paid,offline,mac,福建省,厦门市,regular
O000337,U000770,2026-01-31 20:08:00,102.00,paid,search,windows,江苏省,南京市,regular
O000338,U000807,2026-01-31 15:48:00,783.00,paid,wechat,windows,上海市,上海市,regular
O000339,U000844,2026-01-31 17:21:00,142.00,paid,taobao,ios,北京市,北京市,new
O000340,U000881,2026-01-31 19:21:00,388.00,paid,offline,android,北京市,北京市,new
O000341,U000018,2026-01-31 23:05:00,443.00,paid,wechat,android,山东省,青岛市,high_value
O000342,U000055,2026-02-01 15:07:00,482.00,completed,offline,windows,广东省,深圳市,high_value
O000343,U000092,2026-02-01 16:56:00,172.00,paid,search,mac,浙江省,杭州市,high_value
O000344,U000129,2026-02-01 22:35:00,759.00,paid,douyin,android,河南省,郑州市,member
O000345,U000166,2026-02-01 17:43:00,429.00,paid,taobao,mac,北京市,北京市,member
O000346,U000203,2026-02-01 17:02:00,650.00,paid,offline,windows,浙江省,杭州市,member
O000347,U000240,2026-02-01 17:26:00,1166.00,paid,taobao,windows,河南省,郑州市,member
O000348,U000277,2026-02-01 12:04:00,271.00,paid,taobao,ios,福建省,厦门市,member
O000349,U000314,2026-02-01 11:19:00,502.00,completed,douyin,android,浙江省,杭州市,member
O000350,U000351,2026-02-01 16:26:00,1434.00,paid,jd,windows,河南省,郑州市,member
O000351,U000388,2026-02-01 22:01:00,549.00,paid,offline,windows,河南省,郑州市,member
O000352,U000425,2026-02-01 11:18:00,216.00,paid,wechat,android,四川省,成都市,regular
O000353,U000462,2026-02-02 21:19:00,1267.00,paid,douyin,ios,北京市,北京市,regular
O000354,U000499,2026-02-02 23:12:00,794.00,completed,wechat,mac,河南省,郑州市,regular
O000355,U000536,2026-02-02 21:39:00,472.00,paid,taobao,windows,江苏省,南京市,regular
O000356,U000573,2026-02-02 20:46:00,362.00,completed,wechat,mac,北京市,北京市,regular
O000357,U000610,2026-02-02 20:03:00,91.00,cancelled,wechat,windows,湖北省,武汉市,regular
O000358,U000647,2026-02-02 21:12:00,1537.00,paid,taobao,android,北京市,北京市,regular
O000359,U000684,2026-02-02 12:04:00,594.00,completed,search,windows,浙江省,杭州市,regular
O000360,U000721,2026-02-02 11:24:00,1441.00,paid,douyin,android,四川省,成都市,regular
O000361,U000758,2026-02-02 08:33:00,827.00,completed,taobao,ios,四川省,成都市,regular
O000362,U000795,2026-02-02 08:18:00,1839.00,paid,taobao,windows,湖北省,武汉市,regular
O000363,U000832,2026-02-02 19:59:00,269.00,paid,jd,mac,四川省,成都市,new
O000364,U000869,2026-02-03 23:54:00,930.00,completed,offline,windows,四川省,成都市,new
O000365,U000006,2026-02-03 13:26:00,2673.00,paid,wechat,windows,江苏省,南京市,high_value
O000366,U000043,2026-02-03 19:16:00,598.00,cancelled,search,ios,河南省,郑州市,high_value
O000367,U000080,2026-02-03 20:32:00,230.00,paid,jd,android,广东省,深圳市,high_value
O000368,U000117,2026-02-03 21:48:00,751.00,paid,jd,mac,四川省,成都市,high_value
O000369,U000154,2026-02-03 10:03:00,2037.00,paid,taobao,android,浙江省,杭州市,member
O000370,U000191,2026-02-03 21:15:00,651.00,completed,taobao,ios,河南省,郑州市,member
O000371,U000228,2026-02-03 10:59:00,318.00,completed,search,mac,广东省,深圳市,member
O000372,U000265,2026-02-03 18:45:00,579.00,paid,taobao,android,山东省,青岛市,member
O000373,U000302,2026-02-03 23:55:00,380.00,paid,search,windows,浙江省,杭州市,member
O000374,U000339,2026-02-03 16:44:00,452.00,paid,wechat,mac,山东省,青岛市,member
O000375,U000376,2026-02-04 21:39:00,688.00,paid,wechat,windows,北京市,北京市,member
O000376,U000413,2026-02-04 11:06:00,302.00,paid,wechat,mac,四川省,成都市,member
O000377,U000450,2026-02-04 10:55:00,218.00,paid,wechat,windows,四川省,成都市,regular
O000378,U000487,2026-02-04 18:35:00,1261.00,paid,wechat,windows,广东省,深圳市,regular
O000379,U000524,2026-02-04 22:08:00,914.00,completed,offline,android,湖北省,武汉市,regular
O000380,U000561,2026-02-04 22:55:00,1005.00,paid,jd,windows,北京市,北京市,regular
O000381,U000598,2026-02-04 16:30:00,38.00,paid,taobao,windows,福建省,厦门市,regular
O000382,U000635,2026-02-04 17:23:00,470.00,completed,jd,windows,湖北省,武汉市,regular
O000383,U000672,2026-02-04 18:07:00,370.00,paid,search,windows,上海市,上海市,regular
O000384,U000709,2026-02-04 14:24:00,42.00,paid,offline,ios,江苏省,南京市,regular
O000385,U000746,2026-02-04 08:49:00,401.00,paid,taobao,windows,上海市,上海市,regular
O000386,U000783,2026-02-05 13:26:00,52.00,paid,search,windows,江苏省,南京市,regular
O000387,U000820,2026-02-05 08:24:00,291.00,paid,douyin,windows,上海市,上海市,regular
O000388,U000857,2026-02-05 18:10:00,341.00,paid,douyin,ios,山东省,青岛市,new
O000389,U000894,2026-02-05 21:42:00,423.00,cancelled,jd,windows,山东省,青岛市,new
O000390,U000031,2026-02-05 13:17:00,475.00,paid,douyin,mac,江苏省,南京市,high_value
O000391,U000068,2026-02-05 08:43:00,431.00,paid,taobao,windows,四川省,成都市,high_value
O000392,U000105,2026-02-05 22:35:00,291.00,paid,douyin,mac,四川省,成都市,high_value
O000393,U000142,2026-02-05 09:53:00,507.00,paid,wechat,ios,湖北省,武汉市,member
O000394,U000179,2026-02-05 14:32:00,505.00,paid,douyin,windows,四川省,成都市,member
O000395,U000216,2026-02-05 22:59:00,846.00,paid,jd,ios,山东省,青岛市,member
O000396,U000253,2026-02-05 21:00:00,332.00,paid,taobao,ios,上海市,上海市,member
O000397,U000290,2026-02-06 08:39:00,572.00,cancelled,offline,android,福建省,厦门市,member
O000398,U000327,2026-02-06 15:16:00,339.00,paid,wechat,mac,北京市,北京市,member
O000399,U000364,2026-02-06 10:38:00,664.00,paid,wechat,mac,江苏省,南京市,member
O000400,U000401,2026-02-06 18:30:00,642.00,paid,offline,android,浙江省,杭州市,member
O000401,U000438,2026-02-06 21:04:00,99.00,paid,douyin,windows,福建省,厦门市,regular
O000402,U000475,2026-02-06 20:21:00,479.00,paid,offline,ios,福建省,厦门市,regular
O000403,U000512,2026-02-06 15:31:00,486.00,paid,taobao,ios,浙江省,杭州市,regular
O000404,U000549,2026-02-06 09:20:00,103.00,paid,douyin,windows,福建省,厦门市,regular
O000405,U000586,2026-02-06 10:35:00,426.00,paid,jd,ios,山东省,青岛市,regular
O000406,U000623,2026-02-06 15:23:00,371.00,paid,wechat,android,江苏省,南京市,regular
O000407,U000660,2026-02-06 08:44:00,483.00,paid,jd,mac,上海市,上海市,regular
O000408,U000697,2026-02-07 15:53:00,142.00,paid,jd,ios,山东省,青岛市,regular
O000409,U000734,2026-02-07 19:13:00,1586.00,paid,jd,mac,江苏省,南京市,regular
O000410,U000771,2026-02-07 12:41:00,516.00,paid,offline,ios,四川省,成都市,regular
O000411,U000808,2026-02-07 19:01:00,171.00,completed,douyin,windows,江苏省,南京市,regular
O000412,U000845,2026-02-07 17:24:00,283.00,paid,search,mac,上海市,上海市,new
O000413,U000882,2026-02-07 10:09:00,432.00,paid,jd,mac,上海市,上海市,new
O000414,U000019,2026-02-07 19:13:00,905.00,paid,taobao,android,浙江省,杭州市,high_value
O000415,U000056,2026-02-07 16:13:00,152.00,paid,search,android,浙江省,杭州市,high_value
O000416,U000093,2026-02-07 19:36:00,260.00,paid,taobao,windows,湖北省,武汉市,high_value
O000417,U000130,2026-02-07 20:19:00,460.00,paid,douyin,android,北京市,北京市,member
O000418,U000167,2026-02-07 18:02:00,1359.00,paid,search,mac,广东省,深圳市,member
O000419,U000204,2026-02-08 22:36:00,421.00,paid,offline,ios,湖北省,武汉市,member
O000420,U000241,2026-02-08 21:46:00,650.00,paid,search,mac,江苏省,南京市,member
O000421,U000278,2026-02-08 17:23:00,565.00,completed,jd,android,湖北省,武汉市,member
O000422,U000315,2026-02-08 08:43:00,384.00,completed,douyin,android,江苏省,南京市,member
O000423,U000352,2026-02-08 23:01:00,432.00,paid,taobao,android,四川省,成都市,member
O000424,U000389,2026-02-08 13:46:00,1577.00,completed,jd,ios,广东省,深圳市,member
O000425,U000426,2026-02-08 14:07:00,994.00,paid,search,windows,广东省,深圳市,regular
O000426,U000463,2026-02-08 14:58:00,609.00,paid,offline,ios,浙江省,杭州市,regular
O000427,U000500,2026-02-08 15:14:00,586.00,completed,taobao,ios,河南省,郑州市,regular
O000428,U000537,2026-02-08 17:55:00,302.00,paid,taobao,android,山东省,青岛市,regular
O000429,U000574,2026-02-08 20:57:00,54.00,completed,search,ios,广东省,深圳市,regular
O000430,U000611,2026-02-09 21:09:00,519.00,paid,douyin,windows,河南省,郑州市,regular
O000431,U000648,2026-02-09 23:49:00,397.00,paid,search,mac,湖北省,武汉市,regular
O000432,U000685,2026-02-09 17:54:00,524.00,paid,offline,mac,山东省,青岛市,regular
O000433,U000722,2026-02-09 17:10:00,1047.00,paid,douyin,android,浙江省,杭州市,regular
O000434,U000759,2026-02-09 12:08:00,321.00,paid,search,windows,河南省,郑州市,regular
O000435,U000796,2026-02-09 10:20:00,370.00,cancelled,offline,android,浙江省,杭州市,regular
O000436,U000833,2026-02-09 11:38:00,806.00,paid,search,mac,福建省,厦门市,new
O000437,U000870,2026-02-09 13:54:00,1018.00,paid,wechat,ios,江苏省,南京市,new
O000438,U000007,2026-02-09 23:54:00,2090.00,paid,search,ios,江苏省,南京市,high_value
O000439,U000044,2026-02-09 23:10:00,73.00,completed,wechat,android,浙江省,杭州市,high_value
O000440,U000081,2026-02-09 12:38:00,69.00,paid,search,android,广东省,深圳市,high_value
O000441,U000118,2026-02-10 08:11:00,39.00,cancelled,offline,ios,广东省,深圳市,high_value
O000442,U000155,2026-02-10 11:25:00,629.00,paid,wechat,windows,四川省,成都市,member
O000443,U000192,2026-02-10 18:53:00,108.00,paid,jd,mac,山东省,青岛市,member
O000444,U000229,2026-02-10 14:47:00,128.00,paid,douyin,ios,江苏省,南京市,member
O000445,U000266,2026-02-10 11:05:00,1007.00,paid,search,windows,湖北省,武汉市,member
O000446,U000303,2026-02-10 18:21:00,1552.00,completed,offline,android,北京市,北京市,member
O000447,U000340,2026-02-10 14:17:00,42.00,paid,offline,windows,江苏省,南京市,member
O000448,U000377,2026-02-10 09:06:00,1063.00,cancelled,taobao,windows,四川省,成都市,member
O000449,U000414,2026-02-10 22:06:00,232.00,paid,douyin,android,四川省,成都市,member
O000450,U000451,2026-02-10 22:30:00,633.00,paid,jd,mac,湖北省,武汉市,regular
O000451,U000488,2026-02-10 09:18:00,748.00,paid,taobao,ios,北京市,北京市,regular
O000452,U000525,2026-02-11 20:11:00,157.00,paid,taobao,mac,广东省,深圳市,regular
O000453,U000562,2026-02-11 08:39:00,286.00,paid,offline,windows,四川省,成都市,regular
O000454,U000599,2026-02-11 12:07:00,128.00,paid,wechat,android,北京市,北京市,regular
O000455,U000636,2026-02-11 22:42:00,1321.00,paid,offline,ios,北京市,北京市,regular
O000456,U000673,2026-02-11 17:29:00,1499.00,paid,taobao,windows,广东省,深圳市,regular
O000457,U000710,2026-02-11 15:29:00,733.00,paid,search,mac,四川省,成都市,regular
O000458,U000747,2026-02-11 08:05:00,332.00,paid,search,windows,福建省,厦门市,regular
O000459,U000784,2026-02-11 20:20:00,271.00,completed,search,android,江苏省,南京市,regular
O000460,U000821,2026-02-11 12:45:00,157.00,paid,douyin,ios,山东省,青岛市,new
O000461,U000858,2026-02-11 13:36:00,837.00,paid,offline,android,上海市,上海市,new
O000462,U000895,2026-02-11 13:26:00,559.00,paid,douyin,windows,江苏省,南京市,new
O000463,U000032,2026-02-12 19:17:00,801.00,paid,offline,android,四川省,成都市,high_value
O000464,U000069,2026-02-12 21:40:00,981.00,cancelled,wechat,android,河南省,郑州市,high_value
O000465,U000106,2026-02-12 11:22:00,371.00,completed,offline,android,广东省,深圳市,high_value
O000466,U000143,2026-02-12 14:55:00,567.00,paid,offline,windows,北京市,北京市,member
O000467,U000180,2026-02-12 15:15:00,818.00,paid,taobao,windows,河南省,郑州市,member
O000468,U000217,2026-02-12 22:32:00,169.00,paid,offline,android,广东省,深圳市,member
O000469,U000254,2026-02-12 17:04:00,375.00,completed,jd,ios,上海市,上海市,member
O000470,U000291,2026-02-12 21:31:00,776.00,paid,jd,mac,四川省,成都市,member
O000471,U000328,2026-02-12 13:13:00,752.00,completed,jd,mac,湖北省,武汉市,member
O000472,U000365,2026-02-12 23:24:00,899.00,paid,wechat,ios,四川省,成都市,member
O000473,U000402,2026-02-12 08:55:00,1081.00,completed,search,mac,福建省,厦门市,member
O000474,U000439,2026-02-13 17:35:00,260.00,paid,wechat,mac,福建省,厦门市,regular
O000475,U000476,2026-02-13 13:15:00,1147.00,paid,jd,windows,浙江省,杭州市,regular
O000476,U000513,2026-02-13 23:46:00,995.00,paid,douyin,windows,四川省,成都市,regular
O000477,U000550,2026-02-13 16:25:00,280.00,paid,offline,android,河南省,郑州市,regular
O000478,U000587,2026-02-13 15:09:00,71.00,paid,wechat,ios,湖北省,武汉市,regular
O000479,U000624,2026-02-13 21:19:00,176.00,paid,taobao,mac,湖北省,武汉市,regular
O000480,U000661,2026-02-13 15:24:00,333.00,paid,search,windows,福建省,厦门市,regular
O000481,U000698,2026-02-13 21:58:00,84.00,paid,taobao,android,山东省,青岛市,regular
O000482,U000735,2026-02-13 13:23:00,676.00,paid,wechat,ios,山东省,青岛市,regular
O000483,U000772,2026-02-13 12:18:00,533.00,paid,search,windows,福建省,厦门市,regular
O000484,U000809,2026-02-13 14:26:00,1172.00,paid,douyin,ios,福建省,厦门市,regular
O000485,U000846,2026-02-14 18:35:00,856.00,paid,offline,mac,山东省,青岛市,new
O000486,U000883,2026-02-14 08:44:00,151.00,paid,jd,ios,湖北省,武汉市,new
O000487,U000020,2026-02-14 10:03:00,381.00,cancelled,douyin,ios,江苏省,南京市,high_value
O000488,U000057,2026-02-14 20:45:00,1009.00,paid,douyin,android,北京市,北京市,high_value
O000489,U000094,2026-02-14 13:41:00,787.00,paid,wechat,ios,上海市,上海市,high_value
O000490,U000131,2026-02-14 22:10:00,444.00,paid,taobao,mac,湖北省,武汉市,member
O000491,U000168,2026-02-14 22:45:00,233.00,completed,offline,android,上海市,上海市,member
O000492,U000205,2026-02-14 09:02:00,199.00,completed,search,windows,山东省,青岛市,member
O000493,U000242,2026-02-14 17:10:00,785.00,paid,offline,ios,山东省,青岛市,member
O000494,U000279,2026-02-14 10:56:00,346.00,paid,offline,android,浙江省,杭州市,member
O000495,U000316,2026-02-14 09:56:00,1017.00,paid,taobao,mac,河南省,郑州市,member
O000496,U000353,2026-02-15 09:28:00,279.00,completed,wechat,windows,河南省,郑州市,member
O000497,U000390,2026-02-15 13:20:00,303.00,completed,jd,android,上海市,上海市,member
O000498,U000427,2026-02-15 22:58:00,280.00,paid,search,ios,福建省,厦门市,regular
O000499,U000464,2026-02-15 12:19:00,804.00,paid,search,android,浙江省,杭州市,regular
O000500,U000501,2026-02-15 17:10:00,953.00,cancelled,wechat,ios,浙江省,杭州市,regular
O000501,U000538,2026-02-15 23:51:00,165.00,paid,offline,android,山东省,青岛市,regular
O000502,U000575,2026-02-15 16:35:00,70.00,completed,wechat,windows,上海市,上海市,regular
O000503,U000612,2026-02-15 15:17:00,696.00,paid,search,windows,四川省,成都市,regular
O000504,U000649,2026-02-15 22:56:00,794.00,completed,wechat,windows,福建省,厦门市,regular
O000505,U000686,2026-02-15 22:45:00,363.00,paid,taobao,windows,四川省,成都市,regular
O000506,U000723,2026-02-15 15:16:00,815.00,cancelled,taobao,mac,上海市,上海市,regular
O000507,U000760,2026-02-16 09:58:00,226.00,paid,search,windows,北京市,北京市,regular
O000508,U000797,2026-02-16 15:17:00,795.00,paid,taobao,windows,山东省,青岛市,regular
O000509,U000834,2026-02-16 18:39:00,364.00,paid,offline,mac,山东省,青岛市,new
O000510,U000871,2026-02-16 22:28:00,73.00,paid,wechat,windows,广东省,深圳市,new
O000511,U000008,2026-02-16 21:21:00,591.00,completed,wechat,mac,江苏省,南京市,high_value
O000512,U000045,2026-02-16 08:30:00,990.00,paid,search,windows,福建省,厦门市,high_value
O000513,U000082,2026-02-16 12:58:00,121.00,paid,offline,windows,上海市,上海市,high_value
O000514,U000119,2026-02-16 16:31:00,256.00,paid,wechat,windows,河南省,郑州市,high_value
O000515,U000156,2026-02-16 19:31:00,212.00,paid,douyin,mac,浙江省,杭州市,member
O000516,U000193,2026-02-16 23:48:00,200.00,paid,offline,ios,江苏省,南京市,member
O000517,U000230,2026-02-16 19:47:00,463.00,completed,search,ios,山东省,青岛市,member
O000518,U000267,2026-02-17 08:39:00,947.00,paid,jd,android,四川省,成都市,member
O000519,U000304,2026-02-17 18:45:00,865.00,paid,offline,mac,湖北省,武汉市,member
O000520,U000341,2026-02-17 20:18:00,404.00,paid,search,ios,江苏省,南京市,member
O000521,U000378,2026-02-17 10:33:00,971.00,completed,jd,ios,浙江省,杭州市,member
O000522,U000415,2026-02-17 11:04:00,155.00,paid,search,windows,浙江省,杭州市,member
O000523,U000452,2026-02-17 23:45:00,260.00,paid,douyin,mac,江苏省,南京市,regular
O000524,U000489,2026-02-17 21:19:00,2786.00,paid,search,mac,浙江省,杭州市,regular
O000525,U000526,2026-02-17 22:05:00,794.00,paid,search,android,浙江省,杭州市,regular
O000526,U000563,2026-02-17 23:18:00,1246.00,paid,taobao,android,山东省,青岛市,regular
O000527,U000600,2026-02-17 20:36:00,158.00,paid,offline,mac,上海市,上海市,regular
O000528,U000637,2026-02-17 22:11:00,266.00,completed,jd,windows,江苏省,南京市,regular
O000529,U000674,2026-02-18 17:25:00,870.00,paid,douyin,mac,江苏省,南京市,regular
O000530,U000711,2026-02-18 08:58:00,644.00,paid,douyin,windows,上海市,上海市,regular
O000531,U000748,2026-02-18 13:10:00,202.00,paid,search,windows,江苏省,南京市,regular
O000532,U000785,2026-02-18 10:21:00,769.00,paid,douyin,ios,江苏省,南京市,regular
O000533,U000822,2026-02-18 23:12:00,233.00,paid,taobao,mac,四川省,成都市,new
O000534,U000859,2026-02-18 08:57:00,76.00,paid,offline,ios,广东省,深圳市,new
O000535,U000896,2026-02-18 16:00:00,744.00,completed,search,android,湖北省,武汉市,new
O000536,U000033,2026-02-18 16:36:00,58.00,cancelled,offline,mac,北京市,北京市,high_value
O000537,U000070,2026-02-18 12:31:00,428.00,paid,search,ios,广东省,深圳市,high_value
O000538,U000107,2026-02-18 16:11:00,756.00,paid,douyin,android,北京市,北京市,high_value
O000539,U000144,2026-02-18 10:24:00,688.00,paid,search,windows,广东省,深圳市,member
O000540,U000181,2026-02-19 15:24:00,135.00,paid,taobao,android,四川省,成都市,member
O000541,U000218,2026-02-19 21:39:00,439.00,paid,search,android,湖北省,武汉市,member
O000542,U000255,2026-02-19 13:34:00,534.00,paid,taobao,mac,湖北省,武汉市,member
O000543,U000292,2026-02-19 22:22:00,818.00,paid,douyin,android,福建省,厦门市,member
O000544,U000329,2026-02-19 16:03:00,69.00,paid,wechat,ios,上海市,上海市,member
O000545,U000366,2026-02-19 11:29:00,601.00,completed,taobao,android,上海市,上海市,member
O000546,U000403,2026-02-19 19:06:00,1585.00,paid,search,windows,湖北省,武汉市,member
O000547,U000440,2026-02-19 17:40:00,1333.00,paid,offline,android,河南省,郑州市,regular
O000548,U000477,2026-02-19 20:02:00,956.00,cancelled,search,windows,广东省,深圳市,regular
O000549,U000514,2026-02-19 10:33:00,173.00,paid,taobao,mac,山东省,青岛市,regular
O000550,U000551,2026-02-19 12:13:00,662.00,completed,search,android,湖北省,武汉市,regular
O000551,U000588,2026-02-20 22:08:00,933.00,completed,search,android,上海市,上海市,regular
O000552,U000625,2026-02-20 23:05:00,661.00,completed,search,android,上海市,上海市,regular
O000553,U000662,2026-02-20 16:35:00,270.00,paid,offline,mac,湖北省,武汉市,regular
O000554,U000699,2026-02-20 18:52:00,112.00,completed,douyin,android,北京市,北京市,regular
O000555,U000736,2026-02-20 15:56:00,232.00,cancelled,taobao,android,河南省,郑州市,regular
O000556,U000773,2026-02-20 12:58:00,638.00,completed,jd,android,上海市,上海市,regular
O000557,U000810,2026-02-20 10:03:00,53.00,cancelled,taobao,ios,四川省,成都市,regular
O000558,U000847,2026-02-20 13:45:00,486.00,paid,wechat,android,浙江省,杭州市,new
O000559,U000884,2026-02-20 22:11:00,398.00,paid,jd,mac,福建省,厦门市,new
O000560,U000021,2026-02-20 23:14:00,160.00,paid,wechat,ios,山东省,青岛市,high_value
O000561,U000058,2026-02-20 12:46:00,462.00,paid,offline,windows,四川省,成都市,high_value
O000562,U000095,2026-02-21 10:45:00,121.00,paid,douyin,ios,广东省,深圳市,high_value
O000563,U000132,2026-02-21 21:05:00,816.00,paid,search,android,广东省,深圳市,member
O000564,U000169,2026-02-21 14:14:00,2934.00,paid,wechat,ios,福建省,厦门市,member
O000565,U000206,2026-02-21 20:14:00,284.00,paid,douyin,mac,江苏省,南京市,member
O000566,U000243,2026-02-21 16:24:00,41.00,paid,taobao,ios,广东省,深圳市,member
O000567,U000280,2026-02-21 18:45:00,1550.00,paid,wechat,windows,江苏省,南京市,member
O000568,U000317,2026-02-21 18:39:00,416.00,paid,offline,ios,广东省,深圳市,member
O000569,U000354,2026-02-21 18:35:00,890.00,completed,douyin,mac,上海市,上海市,member
O000570,U000391,2026-02-21 14:00:00,636.00,paid,search,mac,江苏省,南京市,member
O000571,U000428,2026-02-21 15:42:00,173.00,paid,search,mac,浙江省,杭州市,regular
O000572,U000465,2026-02-21 15:21:00,227.00,completed,search,android,山东省,青岛市,regular
O000573,U000502,2026-02-22 19:51:00,613.00,completed,offline,android,浙江省,杭州市,regular
O000574,U000539,2026-02-22 16:38:00,515.00,completed,taobao,ios,北京市,北京市,regular
O000575,U000576,2026-02-22 09:58:00,571.00,completed,offline,android,福建省,厦门市,regular
O000576,U000613,2026-02-22 17:36:00,1172.00,completed,search,windows,江苏省,南京市,regular
O000577,U000650,2026-02-22 15:48:00,441.00,paid,search,android,上海市,上海市,regular
O000578,U000687,2026-02-22 23:30:00,695.00,paid,taobao,android,北京市,北京市,regular
O000579,U000724,2026-02-22 16:40:00,614.00,cancelled,douyin,mac,河南省,郑州市,regular
O000580,U000761,2026-02-22 15:43:00,359.00,completed,jd,windows,福建省,厦门市,regular
O000581,U000798,2026-02-22 18:13:00,91.00,completed,douyin,ios,江苏省,南京市,regular
O000582,U000835,2026-02-22 12:14:00,1233.00,paid,search,ios,四川省,成都市,new
O000583,U000872,2026-02-22 13:47:00,436.00,paid,jd,android,浙江省,杭州市,new
O000584,U000009,2026-02-23 18:46:00,792.00,paid,taobao,ios,江苏省,南京市,high_value
O000585,U000046,2026-02-23 10:52:00,437.00,paid,search,mac,湖北省,武汉市,high_value
O000586,U000083,2026-02-23 12:35:00,361.00,paid,douyin,windows,浙江省,杭州市,high_value
O000587,U000120,2026-02-23 13:28:00,377.00,paid,jd,windows,广东省,深圳市,high_value
O000588,U000157,2026-02-23 22:22:00,368.00,completed,wechat,ios,上海市,上海市,member
O000589,U000194,2026-02-23 21:10:00,720.00,paid,wechat,mac,河南省,郑州市,member
O000590,U000231,2026-02-23 21:58:00,660.00,paid,taobao,android,福建省,厦门市,member
O000591,U000268,2026-02-23 12:21:00,768.00,paid,douyin,android,江苏省,南京市,member
O000592,U000305,2026-02-23 10:45:00,516.00,completed,douyin,ios,上海市,上海市,member
O000593,U000342,2026-02-23 20:17:00,593.00,paid,wechat,mac,福建省,厦门市,member
O000594,U000379,2026-02-23 09:55:00,501.00,paid,search,mac,江苏省,南京市,member
O000595,U000416,2026-02-24 14:30:00,112.00,paid,search,ios,浙江省,杭州市,member
O000596,U000453,2026-02-24 21:37:00,39.00,cancelled,douyin,android,四川省,成都市,regular
O000597,U000490,2026-02-24 16:21:00,513.00,paid,search,mac,山东省,青岛市,regular
O000598,U000527,2026-02-24 09:55:00,136.00,paid,wechat,android,江苏省,南京市,regular
O000599,U000564,2026-02-24 17:59:00,577.00,cancelled,search,ios,北京市,北京市,regular
O000600,U000601,2026-02-24 14:41:00,481.00,paid,douyin,ios,江苏省,南京市,regular
O000601,U000638,2026-02-24 14:32:00,905.00,paid,search,windows,上海市,上海市,regular
O000602,U000675,2026-02-24 13:38:00,166.00,completed,search,windows,北京市,北京市,regular
O000603,U000712,2026-02-24 12:04:00,511.00,paid,search,mac,江苏省,南京市,regular
O000604,U000749,2026-02-24 10:37:00,581.00,cancelled,offline,windows,山东省,青岛市,regular
O000605,U000786,2026-02-24 18:34:00,176.00,paid,douyin,windows,浙江省,杭州市,regular
O000606,U000823,2026-02-25 18:26:00,161.00,completed,search,ios,广东省,深圳市,new
